Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS32,OUT013,2087.757861155802
NCL55,OUT018,3952.4290825827243
DRE01,OUT035,3938.779999281934
DRE15,OUT049,1208.5773092002803
NCL42,OUT045,3993.497500723464
FDP31,OUT013,1013.1070193947392
FDN33,OUT018,1524.6168463952338
FDZ59,OUT046,2704.045838215326
FDE45,OUT010,428.8419062799927
FDJ07,OUT013,2027.318126966065
FDQ45,OUT018,3081.8332813969837
FDM33,OUT027,5921.4139547702325
FDO15,OUT010,200.23932011596472
FDM46,OUT013,1514.4134254055966
FDR03,OUT045,3554.711046362912
FDY49,OUT018,2715.3767393728685
FDQ60,OUT045,2033.4976166472297
FDW10,OUT049,2812.587935479101
FDO51,OUT049,695.2981677696403
FDJ40,OUT018,1582.172648968509
FDS20,OUT018,3071.654613269381
FDU45,OUT013,1744.5357659963101
FDV02,OUT035,2759.0533558964094
FDN09,OUT046,4009.1097250045923
NCM55,OUT027,5006.646609513118
FDN23,OUT018,2459.6510155577193
FDY31,OUT010,375.70932691732537
FDW03,OUT010,252.39557910403101
FDD14,OUT046,3082.4429478276807
FDV23,OUT017,2083.2169914251226
DRI03,OUT045,2837.650574505186
FDN13,OUT035,1554.6333790350834
FDF45,OUT027,1687.4541768437507
FDU46,OUT035,1399.2927510755655
FDB57,OUT049,3850.3796308552273
FDV12,OUT049,1554.6333790350834
FDQ58,OUT013,2476.3109610313427
NCA18,OUT017,1912.9074872744711
FDH52,OUT049,925.5737284453106
FDM24,OUT018,2459.6510155577193
NCP43,OUT027,4904.401045081081
NCO18,OUT019,424.2838266536619
FDM32,OUT017,1499.2175445601113
NCL07,OUT017,695.2981677696403
FDK03,OUT013,4062.9575170791886
FDP59,OUT017,1563.676858596357
FDQ24,OUT049,4055.491139055567
FDQ16,OUT018,1589.0162401452146
FDU44,OUT013,2672.2304336820985
FDH28,OUT010,88.84111439939345
FDV28,OUT019,84.25940389823513
FDM22,OUT045,859.4804293220585
FDR56,OUT046,3092.6216159552832
FDV39,OUT049,3115.814894231067
FDU37,OUT019,217.2889500667661
FDQ11,OUT010,726.9753206169524
FDX02,OUT045,3812.015398453618
NCS42,OUT018,1514.4134254055966
FDY57,OUT027,2633.2069058294605
FDB21,OUT049,3929.6332726261844
FDE28,OUT017,3818.808216791215
FDQ55,OUT017,1872.9209968895798
FDA48,OUT049,3732.0210760882055
FDZ19,OUT045,2837.650574505186
NCC43,OUT045,3991.2143086738192
NCV18,OUT046,1284.6876451528137
NCA42,OUT018,2655.0097596580094
FDY45,OUT046,4114.454525440202
NCC30,OUT045,2880.927613519877
FDM57,OUT013,1380.8927898516254
FDL09,OUT010,382.59460843687157
FDB09,OUT027,3232.075258034745
FDT44,OUT035,2033.4976166472297
NCT06,OUT027,4119.306766546657
FDX26,OUT049,3082.4429478276807
FDK32,OUT013,2499.2624164119784
DRA12,OUT046,2087.757861155802
FDO46,OUT010,543.3552509285323
FDE52,OUT013,1380.8927898516254
NCH42,OUT045,3868.3595943492496
FDV08,OUT035,695.2981677696403
FDB47,OUT018,3489.144497803178
FDC28,OUT010,255.86224807996513
FDD22,OUT046,1872.9209968895798
FDS07,OUT027,3002.1813256555542
DRI13,OUT045,3565.9176268669607
FDG32,OUT018,3651.097658243697
FDU14,OUT017,4064.625333716501
FDD28,OUT019,157.40244010157824
NCP41,OUT017,1589.0162401452146
FDS08,OUT049,2837.650574505186
FDX47,OUT045,2581.4171552670095
FDC53,OUT019,253.7742336165012
FDQ19,OUT035,4066.4143679573153
FDL14,OUT045,2499.2624164119784
FDM33,OUT019,547.4834583963492
FDA51,OUT045,1872.9209968895798
FDZ27,OUT018,706.1505478734296
FDT04,OUT046,695.2981677696403
DRC13,OUT049,2083.2169914251226
FDR16,OUT027,5517.480372758696
FDQ03,OUT027,6374.352477707464
FDE38,OUT035,2739.6441294374495
DRH23,OUT027,1632.669630966924
FDT11,OUT019,551.5444445995265
FDD09,OUT035,2886.5592136185805
FDR40,OUT045,1284.6876451528137
FDX07,OUT017,3082.4429478276807
FDR07,OUT035,1554.6333790350834
FDA51,OUT017,1885.401906805224
FDT59,OUT019,598.2069430338652
FDF20,OUT017,3092.6216159552832
FDR13,OUT045,1899.85815352423
FDY26,OUT049,3559.0023718224616
FDW04,OUT017,2087.757861155802
FDK52,OUT017,3811.8163914457778
FDN60,OUT049,2581.4171552670095
FDM09,OUT019,407.2735124967264
FDP46,OUT049,1419.1725463443095
FDB50,OUT019,230.96510824407372
NCQ29,OUT049,4034.4399624537077
FDP16,OUT027,6417.995489525203
FDX33,OUT018,2667.8737662407934
FDP07,OUT010,520.0834904626549
FDN22,OUT046,4003.4423346495932
FDF39,OUT049,4063.4967239536354
FDS21,OUT017,912.6248534494639
NCM42,OUT013,1575.520000901861
FDK50,OUT019,407.8675706219019
DRF13,OUT027,3875.3250713993903
FDH35,OUT018,2673.8084245411123
FDP60,OUT018,1554.6333790350834
DRJ49,OUT027,3263.5393358441133
NCT42,OUT019,344.8023907527224
FDE38,OUT049,2739.6441294374495
FDI04,OUT049,3148.9834602926185
NCH54,OUT045,2587.539641617591
FDT56,OUT049,876.4841856334072
DRD15,OUT018,3766.3302570548826
FDV58,OUT013,3092.6216159552832
FDP21,OUT049,3092.6216159552832
FDH05,OUT013,3818.808216791215
FDR10,OUT027,4071.3110676702554
NCP06,OUT045,2466.0833550235084
FDF33,OUT049,1575.520000901861
DRK37,OUT013,3092.6216159552832
DRH49,OUT045,1299.847950768376
FDT58,OUT013,2739.6441294374495
FDD41,OUT018,1563.676858596357
FDP40,OUT018,1602.9744283168961
FDM51,OUT027,2676.585696001472
FDO45,OUT010,215.83896956947544
FDW33,OUT010,248.8611539827321
FDY24,OUT045,859.4804293220585
FDB10,OUT010,573.4516937165138
FDM40,OUT035,2087.757861155802
NCI06,OUT017,2957.624118104819
FDW12,OUT019,310.72001326796715
FDX48,OUT027,3979.5111169970214
NCW05,OUT027,2695.3818253052395
FDX27,OUT017,1545.200940061716
DRM37,OUT045,3134.8427780670013
FDA38,OUT045,4026.644593852907
FDR36,OUT046,695.2981677696403
FDZ45,OUT046,3148.9834602926185
FDG05,OUT017,2657.7877735386905
FDK28,OUT013,4075.4196595114176
FDV47,OUT045,1375.0353278290881
FDN21,OUT045,2672.2304336820985
FDP20,OUT027,3251.445014882669
FDI35,OUT045,3073.264288839501
DRY23,OUT013,695.2981677696403
FDA56,OUT017,2083.2169914251226
FDB09,OUT013,2083.2169914251226
NCO26,OUT027,3038.3882452647863
FDQ49,OUT018,2556.9876602194677
FDI52,OUT027,3211.031694051294
FDZ44,OUT027,3047.7792313143423
FDZ09,OUT018,2686.825164191237
FDY03,OUT049,1872.9209968895798
NCG42,OUT017,2087.757861155802
DRI13,OUT027,5944.596880171582
FDQ32,OUT013,2083.2169914251226
FDW16,OUT035,1499.2175445601113
FDU27,OUT046,706.1505478734296
FDR28,OUT010,422.3639805580502
FDQ49,OUT010,365.1593959075901
FDS37,OUT046,1912.9074872744711
FDW26,OUT018,3479.6592528161937
FDX12,OUT018,3934.199208638595
NCP06,OUT013,2471.733255224748
FDW45,OUT010,313.6858709150286
NCN30,OUT049,1541.0865202096504
FDN24,OUT049,844.0393730031814
NCL41,OUT027,1109.5349089935335
FDR02,OUT019,269.7547499498123
FDD09,OUT010,494.3541205139718
FDS33,OUT010,210.09483024066287
FDU22,OUT045,2067.64271859662
FDI53,OUT013,2691.0290985652014
DRH01,OUT049,2837.650574505186
FDX32,OUT013,2087.757861155802
NCP30,OUT018,695.2981677696403
FDB60,OUT045,3092.6216159552832
FDB14,OUT049,1524.6168463952338
NCP02,OUT035,859.4804293220585
FDJ10,OUT017,2087.757861155802
FDG34,OUT046,1602.9744283168961
NCB18,OUT017,1412.877079808339
FDM16,OUT049,1082.333237046173
FDW25,OUT018,1305.705412790913
FDB35,OUT010,226.24347222462936
DRN11,OUT013,2095.7106905297624
FDF41,OUT019,555.9251415028452
FDH16,OUT045,1431.3730239349275
NCQ50,OUT018,3479.7465141090634
DRH23,OUT018,859.4804293220585
DRJ37,OUT013,2482.985847197178
DRJ24,OUT027,5006.646609513118
FDY16,OUT035,3082.4429478276807
FDQ27,OUT045,1563.676858596357
FDZ33,OUT045,2466.0833550235084
FDF29,OUT045,2087.757861155802
FDA08,OUT049,2691.0290985652014
FDG31,OUT046,1024.9747006385276
FDE34,OUT019,451.1302616167395
NCR30,OUT027,1894.552746587048
FDV33,OUT035,4105.6885622886875
DRZ24,OUT018,2083.2169914251226
NCL54,OUT035,2837.650574505186
FDR12,OUT049,2837.650574505186
NCC54,OUT046,3975.540155436445
DRN59,OUT013,706.1505478734296
FDX50,OUT019,263.9300909707683
FDV31,OUT027,4956.602833445765
NCA29,OUT027,4809.789606497277
FDW60,OUT049,2837.650574505186
FDX08,OUT017,3082.4429478276807
DRD49,OUT013,3883.79599864826
FDD33,OUT046,3806.3460743589862
FDW35,OUT013,695.2981677696403
FDJ36,OUT017,1563.676858596357
FDV51,OUT035,2732.5974133969576
FDW36,OUT046,1575.520000901861
FDH35,OUT046,2704.045838215326
NCS30,OUT027,3313.1468097353545
FDN49,OUT017,695.2981677696403
FDL08,OUT018,3889.6174553220803
FDI09,OUT013,3940.63070738895
FDP19,OUT018,2087.757861155802
FDU21,OUT010,83.26111563983387
NCP41,OUT045,1575.520000901861
FDY10,OUT013,1817.5201565048378
FDP12,OUT018,695.2981677696403
NCN26,OUT049,1912.9074872744711
FDK44,OUT013,2837.650574505186
FDC28,OUT049,1589.0162401452146
FDJ41,OUT027,6434.876972462001
NCT29,OUT035,2083.2169914251226
NCH42,OUT019,534.3351418041857
FDU60,OUT018,2715.3767393728685
FDS02,OUT045,3092.6216159552832
FDC51,OUT046,2083.2169914251226
FDU03,OUT013,3082.4429478276807
FDX39,OUT045,3560.0841497841825
NCY05,OUT010,91.69331978998922
NCL06,OUT027,6398.202867801452
FDD32,OUT035,1208.5773092002803
NCN41,OUT045,2083.2169914251226
NCX53,OUT049,2087.757861155802
FDU57,OUT019,334.499095263957
FDQ23,OUT046,1563.676858596357
FDQ52,OUT045,4013.673005470571
FDC14,OUT045,695.2981677696403
FDY09,OUT035,2837.650574505186
FDQ28,OUT045,2531.348565658971
FDV25,OUT046,3599.087875343055
FDJ07,OUT035,1918.908209713586
DRB25,OUT049,1575.520000901861
FDK52,OUT019,550.5697258764322
FDY52,OUT027,1797.4643577827987
FDB28,OUT046,3109.5334495967663
FDT36,OUT035,695.2981677696403
FDV25,OUT017,3778.84175510084
NCN07,OUT027,3293.032665897486
FDC57,OUT017,3092.6216159552832
FDQ03,OUT018,3780.3531786711815
FDU23,OUT017,2732.5974133969576
NCX41,OUT035,3578.5878102165607
NCD06,OUT035,706.1505478734296
FDW08,OUT045,1575.520000901861
NCU29,OUT017,2466.0833550235084
NCE06,OUT013,2678.4680554937727
FDV52,OUT010,262.33138235059977
FDB02,OUT017,2837.650574505186
NCR18,OUT045,695.2981677696403
FDK16,OUT049,1530.65301706444
NCQ29,OUT010,604.4953275285504
FDZ01,OUT019,253.64297207660317
FDW27,OUT035,2581.4171552670095
FDD17,OUT018,3878.089846644924
FDW39,OUT013,2837.650574505186
DRH59,OUT045,1040.4496200846363
FDS52,OUT013,1558.5813264579365
FDU40,OUT027,5230.399799085992
NCF54,OUT013,2837.650574505186
FDH46,OUT045,1563.676858596357
NCP14,OUT049,1563.676858596357
FDH50,OUT049,3092.6216159552832
DRF15,OUT010,321.1964254594927
FDV27,OUT027,2322.9933097778458
NCJ06,OUT049,2083.2169914251226
FDN02,OUT018,3468.2763890193205
FDQ51,OUT049,706.1505478734296
FDQ07,OUT017,3740.787039239721
FDS45,OUT049,1563.676858596357
NCJ06,OUT045,2083.2169914251226
FDD36,OUT035,1934.4819614265987
FDY25,OUT045,3082.4429478276807
FDU52,OUT046,2499.2624164119784
DRK47,OUT017,3851.7838169237566
NCL30,OUT017,2083.2169914251226
FDN22,OUT035,4003.4423346495932
NCF30,OUT027,3242.054028833113
FDK03,OUT035,4062.9575170791886
FDT45,OUT017,859.4804293220585
